当地时间 武汉市(机场),T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
24.10.2021 02:00,9.8,767.8,770.1,,98,无风,0,,,,薄雾 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,7,20,,,,,,3.1,9.5,无降水,6,,,,
23.10.2021 23:00,12.1,767.8,770.1,,95,无风,0,,,,薄雾 ,,,7,20,,,2500或更高，或无云。,,,5,11.3,无降水,6,,,,
23.10.2021 20:00,12.7,767.7,769.9,,86,无风,0,,,, ,,,7,20,,,2500或更高，或无云。,,,7,10.4,无降水,6,,,,
23.10.2021 17:00,18.5,766.9,769.2,,39,从东北偏东方向吹来的风,1,,,, ,,,,,,,2500或更高，或无云。,,,12,4.3,,,,,,
23.10.2021 14:00,19.8,767,769.3,,36,从东方吹来的风,1,,,, ,,,,,,,,,,10,4.3,,,,,,
23.10.2021 11:00,17.8,769.3,771.5,,50,从东方吹来的风,2,,4,, ,,,7,18,,,,,,8,7.2,无降水,6,,,,
23.10.2021 08:00,10.9,769.2,771.5,,100,无风,0,,,,雾或冰雾 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,7,18,,,,,,1.9,10.9,无降水,6,,,,
23.10.2021 05:00,7.2,767.9,770.2,,99,无风,0,,,,薄雾 ,,,7.2,18,,,,,,0.7,7.1,无降水,6,,,,
23.10.2021 02:00,8.2,768.7,770.9,,99,无风,0,,,,薄雾 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,8.2,18,,,,,,1.5,8.1,无降水,6,,,,
22.10.2021 23:00,9.1,769.2,771.4,,97,无风,0,,,,薄雾 ,,,9.1,18,,,,,,2.5,8.6,无降水,6,,,,
22.10.2021 20:00,11.4,769,771.3,,91,无风,0,,,,薄雾 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,11,18,,,,,,5,10,无降水,6,,,,
22.10.2021 14:00,17.4,768.8,771.1,,61,从东北偏东方向吹来的风,2,,,, ,,,,,,,2500或更高，或无云。,,,10,9.8,,,,,,
22.10.2021 11:00,16.2,770.2,772.4,,69,从东北偏东方向吹来的风,2,,,, ,,,11,16.7,,,2500或更高，或无云。,,,12,10.5,无降水,6,,,,
22.10.2021 08:00,12.3,769.6,771.9,,99,无风,0,,,,薄雾 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,10.8,,,,2500或更高，或无云。,,,2.2,12.1,无降水,6,,,,
22.10.2021 05:00,11.1,768.7,771,,99,无风,0,,,,薄雾 ,,,9.8,16.7,,,2500或更高，或无云。,,,1.3,10.9,无降水,6,,,,
22.10.2021 02:00,11.6,767.8,770,,99,无风,0,,,,薄雾 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,9.7,16.7,,,2500或更高，或无云。,,,3.1,11.4,无降水,6,,,,
21.10.2021 23:00,12,767.8,770,,98,无风,0,,,,薄雾 ,,,9.7,16.7,,,2500或更高，或无云。,,,4.2,11.7,无降水,6,,,,
21.10.2021 20:00,13,767.3,769.6,,95,无风,0,,,,薄雾 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,9.7,16.7,,,2500或更高，或无云。,,,6,12.2,无降水,6,,,,
21.10.2021 17:00,15.7,766.2,768.4,,66,无风,0,,,, ,,,,,,,2500或更高，或无云。,,,14,9.4,,,,,,
21.10.2021 14:00,15.8,766.3,768.5,,65,从东北偏北方向吹来的风,1,,,, ,,,,,,,2500或更高，或无云。,,,21,9.2,,,,,,
21.10.2021 11:00,13.1,767.8,770,,74,从东北偏东方向吹来的风,1,,5,, ,,,9.7,13.1,,,300-600,,,23,8.6,无降水,6,,,,
21.10.2021 08:00,10.8,767.2,769.6,,90,从东北偏北方向吹来的风,2,,5,, ,,,9.7,,,,2500或更高，或无云。,,,13,9.2,无降水,6,,,,
21.10.2021 05:00,9.8,766.1,768.4,,96,从北方吹来的风,1,,7,,薄雾 ,,,9.7,12.6,,,2500或更高，或无云。,,,6,9.2,0.1,6,,,,
21.10.2021 02:00,10.1,766.3,768.7,,97,从北方吹来的风,2,,8,,薄雾 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,10.1,13.4,,,600-1000,,,5,9.6,2,6,,,,
20.10.2021 23:00,10.5,766.8,769,,97,从西北偏北方向吹来的风,2,,9,,间歇性雨，不冻，在观测时较弱 ,,,10.3,13.9,,,,,,5,10,3,6,,,,
20.10.2021 20:00,10.6,766.5,768.7,,96,从东北偏北方向吹来的风,2,,9,,间歇性雨，不冻，在观测时较弱 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,10.6,13.9,,,300-600,,,10,10,4,6,,,,
20.10.2021 17:00,11.3,765.3,767.5,,96,从东北偏北方向吹来的风,4,,9,, ,,,11.3,,,,300-600,,,10,10.7,5,6,,,,
20.10.2021 14:00,11.8,764.8,767,,96,从东北偏北方向吹来的风,4,,9,,间歇性雨，不冻，在观测时较弱 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,11.8,15.4,,,300-600,,,6,11.2,5,6,,,,
20.10.2021 11:00,12.5,766,768.3,,98,从东北偏北方向吹来的风,3,,7,,间歇性雨，不冻，在观测时较弱 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,11.9,15.8,,,100-200,,,2.2,12.2,7,6,,,,
20.10.2021 08:00,12.1,765.5,767.8,,97,从东北偏北方向吹来的风,2,,7,,间歇性雨，不冻，在观测时较弱 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,11.9,15.8,,,,,,2.2,11.6,6,6,,,,
20.10.2021 05:00,12.3,765,767.2,,95,从东北偏北方向吹来的风,2,,7,,间歇性雨，不冻，在观测时较弱 ,,,12.2,15.8,,,1500-2000,,,2.4,11.5,2,6,,,,
20.10.2021 02:00,13.4,765.5,767.8,,91,从东北偏北方向吹来的风,3,,7,,间歇性雨，不冻，在观测时较弱 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,10.7,15.8,,,2000-2500,,,4,12,0.3,6,,,,
19.10.2021 23:00,13.9,766.7,769,,90,从东北偏北方向吹来的风,2,,5,,间歇性雨，不冻，在观测时较弱 ,,,,15.8,,,2000-2500,,,7,12.3,0.3,6,,,,
19.10.2021 20:00,13.9,766.6,768.8,,96,无风,0,,,,间歇性雨，不冻，在观测时较弱 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,10.7,15.8,,,,,,2.9,13.3,0.2,6,,,,
19.10.2021 17:00,14.7,765.4,767.6,,86,从东北偏北方向吹来的风,2,,5,,小雨（不冻） ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,10.7,15.8,,,2500或更高，或无云。,,,7,12.4,无降水,6,,,,
19.10.2021 14:00,15.3,765.1,767.4,,77,从东北方吹来的风,2,,5,,间歇性雨，不冻，在观测时较弱 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,10.7,15.9,,,2500或更高，或无云。,,,9,11.3,无降水,6,,,,
19.10.2021 11:00,15.1,766.6,768.8,,78,从东北偏东方向吹来的风,2,,5,,间歇性雨，不冻，在观测时较弱 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,10.7,16,,,2500或更高，或无云。,,,9,11.3,无降水,6,,,,
19.10.2021 08:00,13.6,766,768.3,,88,从东北偏东方向吹来的风,1,,3,,薄雾 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,10.7,16,,,2500或更高，或无云。,,,6,11.7,无降水,6,,,,
19.10.2021 05:00,12.2,764.8,767,,98,无风,0,,,,薄雾 ,,,10.7,16,,,2500或更高，或无云。,,,3.2,11.9,无降水,6,,,,
19.10.2021 02:00,10.8,765.4,767.6,,98,无风,0,,,,薄雾 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,10.8,16,,,2500或更高，或无云。,,,2.2,10.5,无降水,6,,,,
18.10.2021 23:00,12.2,765.7,768,,96,无风,0,,,,薄雾 ,,,11.9,16,,,2500或更高，或无云。,,,5,11.6,无降水,6,,,,
18.10.2021 20:00,13.5,764.8,767,,82,从西南方吹来的风,1,,5,, ,,,11.9,16,,,,,,11,10.5,无降水,6,,,,
18.10.2021 17:00,15.7,763.8,766,,63,从东南偏南方向吹来的风,1,,,, ,,,,,,,2500或更高，或无云。,,,24,8.7,,,,,,
18.10.2021 14:00,15.8,764.7,766.9,,60,从南方吹来的风,1,,,, ,,,,,,,1000-1500,,,23,8.1,,,,,,
18.10.2021 11:00,15.5,766.2,768.4,,66,从南方吹来的风,3,,,, ,,,,,,,2500或更高，或无云。,,,16,9.2,,,,,,
18.10.2021 08:00,12.7,766.6,768.9,,90,从南方吹来的风,0,,2,,薄雾 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,11.8,,,,1500-2000,,,6,11.1,0.2,6,,,,
18.10.2021 05:00,12.1,766.4,768.7,,97,无风,0,,,,薄雾 ,,,11.6,16.3,,,2000-2500,,,4.7,11.6,1,6,,,,
18.10.2021 02:00,11.9,767.9,770.2,,96,从西北方吹来的风,0,,4,,间歇性雨，不冻，在观测时较弱 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,11.6,16.3,,,,,,4.1,11.3,1,6,,,,
17.10.2021 23:00,12.7,768.7,770.9,,91,无风,0,,,, ,,,11.6,16.3,,,2500或更高，或无云。,,,10,11.3,无降水,6,,,,
17.10.2021 20:00,12.9,768.5,770.8,,87,无风,0,,,, ,,,,,,,2500或更高，或无云。,,,12,10.8,,,,,,
17.10.2021 17:00,14.9,769.2,771.4,,65,从北方吹来的风,1,,,, ,,,,,,,,,,13,8.4,,,,,,
17.10.2021 14:00,15.2,770,772.3,,58,从东方吹来的风,1,,,, ,,,,,,,,,,14,7,,,,,,
17.10.2021 11:00,13.2,772.6,775,,65,从东北偏北方向吹来的风,2,,,, ,,,,,,,2500或更高，或无云。,,,19,6.8,,,,,,
17.10.2021 08:00,11.8,772.9,775.3,,70,从东北方吹来的风,4,,8,, ,,,11.6,15.7,,,2500或更高，或无云。,,,19,6.5,无降水,6,,,,
17.10.2021 05:00,12.3,772.2,774.4,,81,从东北偏北方向吹来的风,3,,,, ,,,,,,,2500或更高，或无云。,,,14,9.1,,,,,,
17.10.2021 02:00,13.6,772.5,774.7,,81,从东北偏北方向吹来的风,4,,,, ,,,,,,,2500或更高，或无云。,,,12,10.4,,,,,,
16.10.2021 23:00,13.7,772.9,775.1,,87,从北方吹来的风,2,,13,, ,,,13.5,15.7,,,2500或更高，或无云。,,,11,11.6,无降水,6,,,,
16.10.2021 20:00,14.3,772.4,774.7,,86,无风,0,,,, ,,,13.5,15.7,,,2500或更高，或无云。,,,8,12,无降水,6,,,,
16.10.2021 17:00,15.5,771.1,773.3,,76,从东北方吹来的风,3,,13,,小雨（不冻） ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,13.5,16.4,,,2500或更高，或无云。,,,17,11.3,0.2,6,,,,
16.10.2021 14:00,15.5,770.6,772.9,,77,从东北偏北方向吹来的风,7,,,, ,,,,,,,1000-1500,,,19,11.5,,,,,,
16.10.2021 11:00,15.4,770.8,773.1,,98,从北方吹来的风,3,,9,,薄雾 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,13.5,17.3,,,200-300,,,5,15.1,4,6,,,,
16.10.2021 08:00,14.5,769.6,771.8,,96,从北方吹来的风,4,,9,,间歇性雨，不冻，在观测时较弱 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,13.5,17.3,,,300-600,,,16,13.9,13,6,,,,
16.10.2021 05:00,14,767.6,769.9,,98,从北方吹来的风,4,,10,,间歇性雨，不冻，在观测时中度 ,,,13.5,17.3,,,,,,4.9,13.7,12,6,,,,
16.10.2021 02:00,13.6,766.9,769.1,,98,无风,0,,,,间歇性雨，不冻，在观测时较弱 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,13.6,17.3,,,200-300,,,6,13.3,3,6,,,,
15.10.2021 23:00,13.9,767.2,769.5,,97,从北方吹来的风,4,,11,,小雨（不冻） ,,,13.9,17.3,,,100-200,,,5,13.4,0.8,6,,,,
15.10.2021 20:00,15.6,766.4,768.7,,86,无风,0,,,, ,,,15.3,17.8,,,600-1000,,,23,13.3,0.3,6,,,,
15.10.2021 17:00,16.4,764.6,766.9,,89,从北方吹来的风,5,,11,, ,,,15.9,,,,600-1000,,,12,14.6,0.1,6,,,,
15.10.2021 14:00,16.6,764,766.3,,93,从北方吹来的风,5,,11,,薄雾 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,15.9,,,,300-600,,,3.1,15.5,无降水,6,,,,
15.10.2021 11:00,16.7,764.8,767.1,,93,从北方吹来的风,4,,10,, ,,,15.9,17.8,,,200-300,,,11,15.6,无降水,6,,,,
15.10.2021 08:00,16.3,763.9,766.2,,98,无风,0,,,,薄雾 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,15.9,19.4,,,300-600,,,2.6,16,无降水,6,,,,
15.10.2021 05:00,16.2,762.7,765,,95,从北方吹来的风,2,,10,,薄雾 ,,,16,20.2,,,200-300,,,2.1,15.4,0.6,6,,,,
15.10.2021 02:00,16.4,763,765.2,,97,从北方吹来的风,3,,10,,薄雾 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,16.4,,,,300-600,,,1.3,15.9,2,6,,,,
14.10.2021 23:00,17.3,763.6,765.8,,98,从东北方吹来的风,3,,10,,小雨（不冻） ,,,16.8,,,,,,,1.4,17,2,6,,,,
14.10.2021 20:00,17.7,763.2,765.4,,91,从北方吹来的风,3,,10,,薄雾 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,16.8,21.4,,,1000-1500,,,4.2,16.2,无降水,6,,,,
14.10.2021 17:00,17.7,761.9,764.2,,85,从北方吹来的风,3,,10,,薄雾 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,16.8,21.6,,,1000-1500,,,4.9,15.1,,,,,,
14.10.2021 14:00,17.2,762.1,764.3,,94,从北方吹来的风,4,,9,,薄雾 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,17.2,22.3,,,200-300,,,4,16.2,0.4,6,,,,
14.10.2021 08:00,19,762.8,765,,79,从西北偏北方向吹来的风,2,,4,,小雨（不冻） ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,17.8,22.3,,,600-1000,,,12,15.3,无降水,6,,,,
14.10.2021 05:00,19.9,761.3,763.5,,68,从北方吹来的风,2,,5,, ,,,16.9,22.3,,,1000-1500,,,21,13.8,无降水,6,,,,
14.10.2021 02:00,20,761.3,763.5,,68,从西北偏北方向吹来的风,2,,,, ,,,,,,,600-1000,,,20,13.9,,,,,,
13.10.2021 23:00,20.4,762.1,764.3,,65,无风,0,,,, ,,,16.9,22.3,,,1000-1500,,,21,13.6,无降水,6,,,,
13.10.2021 20:00,21.4,762.1,764.3,,57,从北方吹来的风,2,,10,, ,,,16.9,22.3,,,1000-1500,,,25,12.5,无降水,6,,,,
13.10.2021 17:00,21.4,761.5,763.6,,62,从北方吹来的风,1,,,, ,,,,,,,1500-2000,,,30,13.8,,,,,,
13.10.2021 14:00,22.1,762.2,764.4,,57,从东北偏北方向吹来的风,4,,,, ,,,,,,,1500-2000,,,24,13.2,,,,,,
13.10.2021 11:00,19,764.5,766.7,,71,从东北偏北方向吹来的风,3,,10,,间歇性雨，不冻，在观测时较弱 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,16.9,,,,1000-1500,,,19,13.6,无降水,6,,,,
13.10.2021 08:00,17.8,764.6,766.9,,65,从北方吹来的风,2,,10,, ,,,16.8,23.7,,,1500-2000,,,24,11.1,无降水,6,,,,
13.10.2021 05:00,17.3,763.4,765.6,,65,从北方吹来的风,2,,10,, ,,,15.3,23.7,,,2500或更高，或无云。,,,29,10.7,无降水,6,,,,
13.10.2021 02:00,18.1,763.4,765.6,,57,从东北偏北方向吹来的风,3,,,, ,,,,,,,,,,29,9.5,,,,,,
12.10.2021 23:00,18.6,763.9,766.1,,62,从北方吹来的风,2,,10,, ,,,15.3,23.7,,,1500-2000,,,23,11.2,无降水,6,,,,
12.10.2021 20:00,20.2,763.5,765.7,,52,从东北偏北方向吹来的风,5,,10,, ,,,15.3,23.7,,,,,,30,10,无降水,6,,,,
12.10.2021 17:00,22.8,762.5,764.8,,44,从东北偏北方向吹来的风,5,,,, ,,,,,,,,,,30,9.9,,,,,,
12.10.2021 14:00,22.7,763,765.1,,48,从东北偏北方向吹来的风,4,,,, ,,,,,,,,,,30,11.1,,,,,,
12.10.2021 11:00,20.6,765.1,767.4,,59,从东北偏北方向吹来的风,3,,,, ,,,,,,,,,,25,12.3,,,,,,
12.10.2021 08:00,16.8,765.4,767.6,,70,从东北偏北方向吹来的风,3,,7,, ,,,15.3,,,,2500或更高，或无云。,,,17,11.3,无降水,6,,,,
12.10.2021 05:00,15.5,764.5,766.7,,76,从西北偏北方向吹来的风,1,,,, ,,,,,,,2000-2500,,,19,11.3,,,,,,
12.10.2021 02:00,16.5,764.5,766.8,,66,从北方吹来的风,2,,,, ,,,,,,,1000-1500,,,23,10.1,,,,,,
11.10.2021 23:00,16.6,765.3,767.5,,64,从东北偏北方向吹来的风,3,,10,, ,,,15,20.2,,,1000-1500,,,23,9.8,无降水,6,,,,
11.10.2021 20:00,17,765,767.2,,61,从东北偏北方向吹来的风,3,,10,, ,,,15,20.2,,,2500或更高，或无云。,,,27,9.4,无降水,6,,,,
11.10.2021 17:00,18.5,764.2,766.5,,58,从北方吹来的风,3,,,, ,,,,,,,2500或更高，或无云。,,,30,10.1,,,,,,
11.10.2021 14:00,19.5,764.5,766.7,,52,从东北偏北方向吹来的风,4,,,, ,,,,,,,2000-2500,,,25,9.4,,,,,,
11.10.2021 11:00,17.5,766.4,768.7,,51,从东北方吹来的风,5,,,, ,,,,,,,1500-2000,,,30,7.3,,,,,,
11.10.2021 08:00,15.5,766.5,768.7,,58,从东北偏北方向吹来的风,4,,14,, ,,,14.7,18.4,,,1500-2000,,,30,7.3,0.1,6,,,,
11.10.2021 05:00,15.4,765.1,767.4,,63,从东北偏北方向吹来的风,4,,,, ,,,,,,,1500-2000,,,24,8.4,,,,,,
11.10.2021 02:00,16,765.5,767.8,,66,从东北偏北方向吹来的风,5,,,, ,,,,,,,1500-2000,,,21,9.7,,,,,,
10.10.2021 23:00,16.5,766.2,768.4,,67,从东北偏北方向吹来的风,5,,14,, ,,,14.7,19.2,,,1500-2000,,,23,10.4,0.6,6,,,,
10.10.2021 20:00,15,765.7,768,,94,无风,0,,,, ,,,14.7,20.4,,,300-600,,,9,14,4,6,,,,
10.10.2021 17:00,15,763.9,766.2,,96,从北方吹来的风,4,,12,,间歇性雨，不冻，在观测时较弱 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,15,23.9,,,300-600,,,6,14.4,5,6,,,,
10.10.2021 14:00,16.5,763.1,765.4,,91,从东北偏北方向吹来的风,6,,12,,间歇性雨，不冻，在观测时中度 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,16.5,,,,1000-1500,,,6,15,4,6,,,,
10.10.2021 11:00,18.1,763.8,766,,92,从东北偏北方向吹来的风,5,,11,,间歇性雨，不冻，在观测时较弱 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,17.6,,,,600-1000,,,8,16.8,6,6,,,,
10.10.2021 08:00,17.6,763.1,765.4,,96,从东北偏北方向吹来的风,5,,10,,间歇性雨，不冻，在观测时中度 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,17.6,,,,1000-1500,,,3.4,17,5,6,,,,
10.10.2021 05:00,18.4,761.8,763.9,,94,从东北偏北方向吹来的风,3,,9,,间歇性雨，不冻，在观测时较弱 ,,,17,24.7,,,300-600,,,6,17.4,1,6,,,,
10.10.2021 02:00,18.6,761.3,763.5,,96,无风,0,,,,间歇性雨，不冻，在观测时较弱 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,17,24.7,,,300-600,,,10,17.9,0.6,6,,,,
09.10.2021 23:00,19.1,761.9,764.1,,92,从北方吹来的风,2,,9,,间歇性雨，不冻，在观测时较弱 ,,,17,24.7,,,2500或更高，或无云。,,,14,17.8,无降水,6,,,,
09.10.2021 20:00,20.4,760.7,762.9,,82,无风,0,,,, ,,,17,24.7,,,2500或更高，或无云。,,,11,17.2,无降水,6,,,,
09.10.2021 17:00,23.9,759.1,761.3,,70,从北方吹来的风,3,,,, ,,,,,,,2500或更高，或无云。,,,15,18.1,,,,,,
09.10.2021 14:00,23.9,759.4,761.5,,68,从东北偏北方向吹来的风,3,,,, ,,,,,,,1000-1500,,,14,17.6,,,,,,
09.10.2021 11:00,20.7,761.4,763.6,,79,从北方吹来的风,2,,6,, ,,,17,21.3,,,1000-1500,,,11,16.9,无降水,6,,,,
09.10.2021 08:00,18.2,761.1,763.3,,90,从东北偏北方向吹来的风,2,,6,,薄雾 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,16.4,,,,2000-2500,,,7,16.5,无降水,6,,,,
09.10.2021 05:00,17.3,760.6,762.7,,94,从西北偏北方向吹来的风,1,,7,,间歇性雨，不冻，在观测时较弱 ,,,16,21.3,,,200-300,,,4.2,16.3,无降水,6,,,,
09.10.2021 02:00,17.7,760.4,762.6,,89,无风,0,,,, ,,,,,,,300-600,,,10,15.9,,,,,,
08.10.2021 23:00,17.7,760.9,763.2,,86,从东北方吹来的风,3,,7,, ,,,15.9,21.3,,,2500或更高，或无云。,,,14,15.3,无降水,6,,,,
08.10.2021 20:00,18.5,760.6,762.8,,83,从东北偏北方向吹来的风,3,,7,, ,,,15.9,21.3,,,1000-1500,,,12,15.6,无降水,6,,,,
08.10.2021 17:00,21.1,759.3,761.5,,73,从西北偏北方向吹来的风,1,,,, ,,,,,,,1000-1500,,,24,16.1,,,,,,
08.10.2021 14:00,20.1,759.7,762,,73,从东北偏北方向吹来的风,2,,,, ,,,,,,,1000-1500,,,17,15.1,,,,,,
08.10.2021 11:00,18.3,761.7,763.9,,79,从东北方吹来的风,3,,8,, ,,,15.9,21.4,,,1000-1500,,,13,14.6,无降水,6,,,,
08.10.2021 08:00,16.4,761.5,763.7,,85,从东北偏北方向吹来的风,2,,8,, ,,,15.5,,,,300-600,,,7,13.9,无降水,6,,,,
08.10.2021 05:00,16,760.7,763,,87,从北方吹来的风,3,,,, ,,,,,,,300-600,,,10,13.8,,,,,,
08.10.2021 02:00,16.4,760.9,763.1,,86,从东北方吹来的风,3,,,, ,,,,,,,300-600,,,10,14.1,,,,,,
07.10.2021 23:00,16.6,761.5,763.7,,86,从北方吹来的风,3,,8,, ,,,15.2,21.4,,,300-600,,,13,14.3,无降水,6,,,,
07.10.2021 20:00,17.2,761,763.3,,82,从东北方吹来的风,4,,8,, ,,,15.2,21.4,,,600-1000,,,21,14.1,无降水,6,,,,
07.10.2021 17:00,20.6,759.8,762.1,,68,从北方吹来的风,4,,,, ,,,,,,,2500或更高，或无云。,,,30,14.5,,,,,,
07.10.2021 14:00,19.2,760.6,762.9,,73,从北方吹来的风,2,,,, ,,,,,,,600-1000,,,30,14.2,,,,,,
07.10.2021 11:00,17.2,762,764.2,,79,无风,0,,,, ,,,15.2,,,,300-600,,,22,13.5,无降水,6,,,,
07.10.2021 08:00,15.5,761.9,764.2,,86,从北方吹来的风,3,,7,, ,,,15.2,,,,300-600,,,22,13.2,无降水,6,,,,
07.10.2021 05:00,15.3,760.9,763,,86,无风,0,,,, ,,,,,,,300-600,,,18,13,,,,,,
07.10.2021 02:00,15.7,761,763.2,,86,从北方吹来的风,3,,,, ,,,,,,,300-600,,,28,13.4,,,,,,
06.10.2021 23:00,16.4,761.2,763.5,,84,从北方吹来的风,3,,8,, ,,,16.4,24.1,,,300-600,,,23,13.7,无降水,6,,,,
06.10.2021 20:00,17.5,760.3,762.6,,83,从东北偏北方向吹来的风,3,,8,, ,,,16.7,24.1,,,300-600,,,19,14.6,无降水,6,,,,
06.10.2021 17:00,22.5,758.7,760.9,,68,从北方吹来的风,3,,,, ,,,,,,,600-1000,,,22,16.3,,,,,,
06.10.2021 14:00,23.3,759,761.2,,65,从北方吹来的风,3,,,, ,,,,,,,600-1000,,,20,16.4,,,,,,
06.10.2021 11:00,19.6,760.9,763.2,,77,从东北偏北方向吹来的风,3,,,, ,,,,,,,600-1000,,,27,15.5,,,,,,
06.10.2021 08:00,17.6,761.2,763.4,,84,从东北偏北方向吹来的风,3,,12,, ,,,16.7,,,,300-600,,,18,14.9,无降水,6,,,,
06.10.2021 05:00,16.9,760.7,762.9,,89,从北方吹来的风,2,,12,, ,,,16.8,27.5,,,300-600,,,23,15.1,无降水,6,,,,
06.10.2021 02:00,17.4,760.6,762.7,,90,从北方吹来的风,2,,,, ,,,,,,,300-600,,,24,15.7,,,,,,
05.10.2021 23:00,17.7,761,763.2,,86,从东北偏北方向吹来的风,3,,12,, ,,,17.7,29.3,,,,,,28,15.3,无降水,6,,,,
05.10.2021 20:00,18.7,760.3,762.4,,81,从东北偏北方向吹来的风,5,,10,, ,,,18.7,30.8,,,,,,20,15.4,无降水,6,,,,
05.10.2021 17:00,24.9,758.6,760.8,,62,从东北偏北方向吹来的风,4,,,, ,,,,,,,,,,30,17.1,,,,,,
05.10.2021 14:00,27.2,759,761.2,,58,从东北偏北方向吹来的风,4,,,, ,,,,,,,,,,25,18.2,,,,,,
05.10.2021 11:00,24.5,760.6,762.8,,64,从北方吹来的风,5,,8,, ,,,21,36,,,,,,26,17.2,无降水,6,,,,
05.10.2021 08:00,21.3,760.4,762.6,,80,从东北偏北方向吹来的风,4,,8,, ,,,21,36,,,,,,12,17.7,无降水,6,,,,
05.10.2021 05:00,23.7,758.5,760.6,,75,从东北方吹来的风,3,,8,, ,,,23.7,36,,,,,,13,19,无降水,6,,,,
05.10.2021 02:00,26.3,757.9,760,,84,从东方吹来的风,1,,,, ,,,,,,,,,,13,23.4,,,,,,
04.10.2021 23:00,29.2,758,760.1,,67,从东南方吹来的风,2,,8,, ,,,27.2,36,,,,,,15,22.4,无降水,6,,,,
04.10.2021 20:00,30.8,757.1,759.2,,63,从东方吹来的风,2,,8,, ,,,27.2,36,,,,,,15,22.9,无降水,6,,,,
04.10.2021 17:00,35,755.8,757.9,,45,从南方吹来的风,2,,8,, ,,,27.2,36,,,,,,28,21.3,无降水,6,,,,
04.10.2021 14:00,36,755.8,757.9,,45,从南方吹来的风,3,,,, ,,,,,,,,,,23,22.2,,,,,,
04.10.2021 11:00,34.1,757.6,759.7,,50,从南方吹来的风,4,,8,, ,,,27.2,35.8,,,,,,19,22.2,无降水,6,,,,
